Age,Income,Employment Duration,Debt,Credit Score,Number of Dependents,Marital Status,Loan Amount Requested,Loan Duration,Loan Approval
52,19961,28,2199,358,0,Married,501,56,0
36,16369,37,5353,460,5,Single,1391,42,0
25,17475,20,2910,402,2,Divorced,8382,57,0
43,14644,16,622,711,1,Single,13586,28,1
57,12108,40,6073,482,0,Single,13416,11,0
24,9128,17,360,716,0,Divorced,14692,24,1
47,18459,36,6365,415,3,Single,13248,17,0
24,19897,37,8401,698,3,Divorced,8562,31,1
20,9168,11,9122,736,3,Single,11691,34,0
18,7861,10,3943,617,5,Single,4053,19,0
53,9990,19,4869,549,2,Divorced,6569,22,1
42,14750,8,8128,746,0,Married,12349,35,0
54,17988,0,877,796,4,Divorced,9663,12,1
18,3979,2,4795,642,3,Married,14052,26,0
32,8065,20,7791,726,2,Divorced,7457,6,0
54,5916,22,2523,539,5,Divorced,12841,54,1
30,1597,8,6270,358,2,Married,12434,43,0
57,6622,18,8583,826,3,Married,14278,9,0
25,19261,18,6623,502,1,Divorced,4704,51,1
22,13164,22,5088,765,0,Divorced,8971,13,1
26,2699,26,7564,595,3,Divorced,6284,23,0
18,18100,26,7066,586,4,Married,2198,57,1
53,14429,38,6545,372,0,Divorced,13868,50,0
52,14796,35,2321,822,2,Married,11579,13,1
19,5086,11,8149,636,4,Single,3384,36,0
57,1665,26,8125,617,0,Married,11977,36,0
40,15605,33,8330,502,4,Single,4079,33,0
26,18463,32,8294,530,2,Divorced,7695,53,1
51,9419,27,5333,356,3,Divorced,2751,42,0
63,16184,30,8675,719,4,Married,5140,8,0
31,2069,31,7858,579,3,Single,2856,50,0
21,6263,19,4319,604,2,Divorced,13315,20,0
47,17109,39,5389,765,2,Divorced,10623,9,1
48,8951,34,1848,473,4,Single,3914,40,0
55,13919,30,3205,565,4,Divorced,9700,39,1
28,2363,30,2161,546,2,Divorced,14029,41,0
52,5508,37,1464,377,4,Married,13404,11,0
25,2755,21,643,552,4,Divorced,6208,9,1
20,1519,40,5351,774,4,Single,2578,54,0
31,12736,8,4553,475,5,Divorced,4695,35,0
30,11514,8,6518,720,4,Married,3214,44,0
62,15688,14,5723,760,0,Divorced,7447,23,1
49,8233,12,7946,553,2,Single,1838,27,0
51,2102,21,610,819,2,Divorced,13282,15,0
62,1597,15,4302,406,1,Single,4189,54,0
36,14947,31,1543,470,3,Married,7114,34,0
55,13241,1,1466,357,1,Divorced,1241,28,0
33,6781,25,9108,636,4,Divorced,14326,9,0
19,11797,13,6236,641,4,Married,1233,24,0
57,7256,37,1181,589,0,Single,14444,31,1
34,11380,33,2146,383,0,Single,8339,12,0
51,9780,7,2272,416,0,Divorced,2306,18,0
59,7554,35,9043,833,0,Single,13785,8,0
33,13664,20,4536,518,0,Single,11070,45,1
55,10599,27,719,401,0,Divorced,11957,16,0
19,16511,5,4680,755,0,Single,2253,21,1
19,5846,19,3472,825,0,Single,7858,25,0
43,7605,30,3642,565,5,Divorced,6357,56,1
30,11251,32,63,586,0,Divorced,1524,28,1
64,17043,6,559,440,2,Single,10174,28,0
48,13764,7,7446,705,0,Divorced,6264,37,0
51,3986,8,1733,592,3,Single,5709,46,1
56,1400,1,8861,330,0,Single,11257,47,0
20,11416,16,3894,470,5,Single,4054,60,0
25,4412,36,1542,654,4,Single,10471,43,1
40,17440,16,9463,504,5,Divorced,12408,8,0
31,2875,37,2415,777,5,Divorced,6716,57,0
44,5298,34,6090,590,4,Married,14991,13,0
46,4768,38,5217,410,0,Divorced,5318,43,0
56,6752,29,5387,367,0,Married,10808,45,0
56,13489,5,5179,672,4,Single,5066,19,1
18,2353,3,8187,495,3,Divorced,11231,13,0
34,7597,36,6643,425,1,Single,14522,16,0
58,15691,34,7660,561,2,Married,5825,47,1
47,5311,8,2458,454,4,Divorced,11657,60,0
30,16307,5,9355,407,0,Divorced,11452,47,0
38,11794,12,6028,722,2,Divorced,7394,48,0
36,3934,21,5447,334,0,Divorced,11146,38,0
36,17406,27,4559,343,1,Single,7582,20,0
42,11394,29,2749,715,1,Divorced,12446,42,1
39,18593,35,1948,584,4,Married,10637,19,1
48,9940,1,6306,746,2,Divorced,3868,60,0
34,18188,35,8251,817,5,Married,3129,31,1
40,9325,7,8092,326,2,Married,7442,57,0
49,11629,8,8524,526,5,Single,9220,13,0
27,6141,0,189,724,1,Divorced,4732,54,0
27,4671,12,6008,667,0,Married,7161,9,0
53,8292,14,7482,609,5,Divorced,8377,41,0
25,16438,31,295,404,5,Single,10163,23,0
37,13231,33,8368,317,4,Single,6775,32,0
49,19482,30,8168,504,3,Divorced,10727,24,1
31,15511,13,799,342,1,Married,14174,8,0
45,12109,13,8997,388,5,Single,12726,14,0
63,9444,28,7003,456,1,Married,10059,44,0
41,16605,18,9934,565,4,Married,2219,7,0
32,14026,26,8406,433,0,Divorced,9733,14,0
39,10321,8,2700,763,2,Single,3987,11,1
47,6435,36,8788,431,1,Divorced,8675,43,0
21,9493,36,9909,333,4,Divorced,6344,33,0
30,7691,27,9547,382,4,Divorced,9251,53,0
40,3763,23,9484,431,4,Married,10256,39,0
25,4241,27,5873,727,2,Divorced,13715,34,0
35,4057,35,4714,503,1,Single,11916,53,0
29,17934,17,6491,635,5,Married,6975,8,1
48,6574,24,8333,796,4,Divorced,6369,59,0
31,6411,34,2839,741,2,Single,6962,21,1
51,2587,3,3513,557,0,Divorced,2300,49,0
35,11014,13,9906,591,3,Divorced,11962,40,0
51,6920,38,1135,424,1,Divorced,14337,16,0
28,12688,25,6357,474,2,Married,10503,48,0
58,5409,7,2247,791,3,Divorced,5575,28,1
29,6783,23,6548,379,3,Single,11773,35,0
32,1712,15,4516,604,2,Divorced,4762,53,0
48,6406,19,4102,809,5,Divorced,646,10,0
46,13041,14,1548,643,5,Married,4328,57,1
43,3433,6,6532,390,2,Divorced,13232,13,0
35,4301,16,4511,468,2,Single,2617,48,0
49,17654,21,2831,633,4,Single,5947,48,1
39,12586,21,9198,535,0,Divorced,5514,55,0
55,18463,11,3062,698,5,Single,11355,56,1
34,6322,17,7975,776,4,Single,14040,15,0
40,14932,14,3052,834,3,Divorced,6447,33,1
41,6257,36,7210,387,3,Single,14461,41,0
25,14733,15,3539,552,3,Single,818,15,1
58,14368,4,526,657,2,Divorced,12661,19,1
23,10777,1,2807,357,1,Married,12823,43,0
22,12249,27,9387,698,4,Married,6249,42,0
61,13881,40,1753,820,1,Divorced,754,52,1
46,10587,26,9864,824,0,Married,10028,10,0
45,9791,30,6882,716,0,Married,5557,60,0
28,9705,40,1654,692,4,Married,9026,11,1
18,10258,35,4841,521,3,Married,11783,35,1
60,8833,0,4041,628,5,Divorced,4893,24,1
36,15245,28,5024,671,0,Married,1544,57,1
26,16754,0,9039,810,1,Married,13265,54,0
44,10280,7,9059,452,1,Divorced,2291,19,0
51,13577,15,8965,779,5,Divorced,3019,16,0
61,3514,27,8734,319,2,Married,1461,51,0
21,4969,21,4417,527,3,Single,4249,10,0
53,5566,17,8977,645,2,Divorced,5065,50,0
35,3196,21,4635,318,4,Divorced,8016,36,0
32,18173,40,2883,743,0,Married,3314,49,1
30,12345,11,5884,667,5,Single,1089,37,1
36,2309,18,448,446,5,Divorced,2488,29,0
23,1864,24,3310,803,5,Divorced,11531,56,0
65,13055,4,4585,729,2,Divorced,4365,15,1
29,6389,33,8108,739,2,Single,11125,18,0
54,12716,38,4409,497,4,Divorced,3489,52,0
34,12978,9,7873,586,1,Divorced,12640,57,0
40,4003,6,6051,668,1,Single,6165,18,0
43,15174,36,8576,539,4,Divorced,5041,41,0
46,14772,14,294,586,5,Single,14794,27,1
50,18615,23,1238,694,1,Single,2460,14,1
44,8959,25,8041,817,4,Single,12886,24,0
42,12980,25,2816,359,1,Married,9346,57,0
27,7581,25,1098,844,4,Divorced,1578,59,1
64,17805,9,1737,602,1,Divorced,3574,59,1
40,10965,16,2189,543,5,Divorced,10047,12,1
38,12760,13,2765,506,2,Single,5529,20,1
38,15922,1,1222,674,2,Married,10150,22,1
60,1946,12,6549,582,5,Single,7886,51,0
30,19218,26,410,777,1,Divorced,11974,19,1
54,2564,8,2945,321,5,Single,13604,46,0
50,8332,6,8102,648,4,Married,5256,53,0
41,5944,9,4786,788,2,Divorced,6875,7,0
61,17057,8,9069,557,0,Single,5195,19,0
28,14877,21,786,346,1,Married,1419,9,0
34,11139,22,2109,326,0,Single,10438,8,0
21,2308,6,5446,326,0,Single,2258,8,0
64,17770,8,5835,696,3,Divorced,2331,16,1
42,4258,26,1986,444,0,Married,9863,10,0
47,5811,23,8126,821,0,Single,3778,53,0
26,7697,28,9070,420,5,Married,859,60,0
38,16775,16,7300,761,3,Divorced,8086,34,1
37,12039,19,9799,681,3,Divorced,14755,33,0
36,2439,6,5709,717,3,Divorced,4310,28,0
36,12634,39,2403,626,4,Married,1940,35,1
29,1055,6,8262,690,3,Married,11611,28,0
54,1105,27,4401,596,5,Single,2219,56,0
59,4201,18,6701,383,4,Married,6172,46,0
34,16184,19,3295,445,1,Divorced,11945,27,0
54,1669,38,8953,470,4,Single,1055,48,0
65,13663,39,2121,633,1,Married,9925,17,1
56,1966,6,3582,723,3,Divorced,12612,32,0
45,17691,5,4197,608,3,Divorced,12731,45,1
58,19522,24,9821,825,1,Single,2797,51,0
52,12656,40,5700,646,2,Divorced,2035,54,1
64,16893,12,7232,601,5,Married,6782,57,1
65,14089,38,4288,646,4,Divorced,5585,20,1
35,17493,39,1085,707,5,Single,12750,52,1
31,4632,21,8645,432,5,Divorced,11994,28,0
52,6684,16,2621,405,0,Divorced,9601,49,0
61,14266,21,8810,470,3,Married,2461,46,0
58,19299,33,8828,549,4,Married,8642,49,1
24,17940,7,2348,843,5,Married,8703,24,1
58,1104,17,4874,561,4,Married,1479,49,0
30,3047,23,3036,793,5,Divorced,772,16,0
35,17529,1,2349,543,3,Married,13275,43,1
54,18257,1,5743,750,5,Divorced,7757,45,1
30,17682,26,4432,589,1,Married,10689,48,1
53,9837,13,6175,562,3,Married,5644,8,0
48,16407,38,7265,613,4,Married,5133,21,1
19,7382,11,6103,384,2,Divorced,8610,37,0
33,19895,31,7358,714,5,Married,2188,43,1
26,1783,27,9263,628,1,Divorced,2095,14,0
26,1370,27,2031,344,3,Married,3742,46,0
55,16908,24,1249,632,0,Married,5183,43,1
28,1486,3,9487,764,3,Single,8114,10,0
39,15500,25,6808,499,4,Married,6339,6,0
50,4196,35,3556,500,4,Divorced,6286,40,0
53,10552,2,8519,628,0,Single,10407,40,0
62,3261,0,8988,539,1,Divorced,14405,17,0
40,11813,16,5299,658,4,Divorced,5629,41,1
62,10148,6,3094,659,1,Single,13030,26,1
62,9572,4,2977,677,1,Married,9893,53,1
51,16008,18,962,684,3,Single,3345,48,1
26,14085,38,5725,764,1,Divorced,8948,13,1
41,17622,33,5489,521,5,Married,6638,32,1
25,7843,34,1268,664,4,Single,809,14,1
24,2105,15,5279,371,4,Divorced,11255,33,0
53,18770,39,372,539,2,Married,5834,35,1
35,11441,38,4380,803,1,Divorced,7697,19,1
20,10719,26,7617,713,2,Married,12109,28,0
45,19051,40,9796,426,3,Married,9780,34,0
23,3691,37,6279,786,2,Single,13423,31,0
61,12864,24,95,826,1,Married,13584,27,1
61,2996,25,4369,547,4,Divorced,1676,20,0
38,2425,13,3941,781,3,Married,6683,56,0
45,17378,13,7021,611,1,Divorced,3597,14,1
57,7849,13,9392,743,3,Married,11922,31,0
18,4247,24,3944,582,0,Married,2224,22,0
53,19976,35,5868,301,1,Single,14587,14,0
38,2490,3,5396,373,0,Married,3128,8,0
60,18608,14,8041,363,2,Married,6644,21,0
52,19971,31,131,646,1,Divorced,12866,18,1
30,15310,17,7290,623,0,Divorced,11991,31,1
27,18216,13,9582,538,5,Divorced,1850,22,0
61,16401,0,6516,696,4,Married,8225,37,0
64,13884,19,9341,636,2,Divorced,1119,29,0
27,19824,9,5906,640,1,Divorced,3048,59,1
63,5795,9,807,578,1,Married,14286,41,1
30,2646,23,50,652,4,Divorced,10070,58,1
54,17142,33,5277,762,4,Single,5743,27,1
55,15306,27,55,761,0,Single,12750,14,1
41,17824,26,3664,592,0,Divorced,1477,27,1
19,6956,39,743,706,0,Divorced,6043,46,1
39,14928,0,6030,461,3,Divorced,10229,55,0
34,10721,32,8131,802,2,Married,6353,51,0
53,12157,3,79,747,1,Single,4272,25,1
31,3367,6,2966,754,2,Single,12270,8,0
27,7696,8,3728,564,4,Divorced,3033,41,1
52,6190,15,4536,431,5,Divorced,9169,38,0
42,5663,4,125,419,2,Married,12346,23,0
20,8062,33,5813,518,2,Married,2394,41,0
64,5331,22,8410,716,0,Single,11072,15,0
55,12880,24,947,804,4,Married,10324,41,1
34,17246,12,594,599,2,Single,5851,26,1
29,4262,23,5030,408,1,Divorced,2540,30,0
41,14320,10,140,537,0,Divorced,2065,54,1
46,19491,16,3055,592,2,Single,4625,45,1
60,8036,36,9822,486,4,Divorced,13514,56,0
42,5677,12,9068,335,5,Married,4768,14,0
53,8972,26,4205,555,1,Divorced,3339,53,1
43,16329,19,5171,734,5,Divorced,967,32,1
55,5264,32,7782,307,4,Single,12239,20,0
18,4133,31,2660,477,4,Married,10667,57,0
37,12612,7,6856,541,4,Married,3888,37,0
45,18849,28,6089,340,5,Divorced,8676,53,0
33,19595,39,5318,656,3,Divorced,7040,58,1
64,15158,18,2552,412,1,Married,12912,49,0
34,10735,5,3611,465,4,Married,7747,60,0
57,2689,38,8062,803,3,Single,3243,55,0
45,10763,40,1040,377,0,Divorced,11266,44,0
29,8727,20,8506,495,3,Divorced,6142,21,0
44,8764,21,7603,701,0,Married,10111,33,0
59,14003,9,4172,363,5,Single,10569,56,0
64,1818,9,2946,724,3,Married,1526,11,0
47,15439,28,3236,341,5,Divorced,5131,11,0
58,16077,15,3680,672,4,Divorced,9292,43,1
51,5521,0,4807,605,3,Divorced,4092,52,0
54,2124,16,1537,508,3,Divorced,1487,7,0
23,6660,29,3872,766,4,Single,9297,46,0
24,6641,25,1867,603,0,Divorced,7738,45,1
49,18513,18,1161,691,4,Married,3247,12,1
49,2702,20,3920,452,1,Single,8830,32,0
42,19385,16,5693,661,3,Single,10749,33,1
50,12139,39,3882,563,1,Divorced,12278,21,1
24,16702,20,7738,515,4,Single,6150,52,1
29,7523,40,8456,842,5,Divorced,4725,14,0
33,13397,39,6331,823,4,Single,4996,57,1
33,9111,18,5182,493,2,Single,9936,20,0
60,3401,6,9494,326,1,Married,9333,39,0
53,10481,16,9386,345,2,Married,936,25,0
30,11067,0,1526,357,1,Married,1923,19,0
24,14376,36,8131,312,5,Single,9828,16,0
53,14824,5,4394,348,2,Married,4221,35,0
64,14444,25,1158,393,2,Married,14263,8,0
26,13879,1,4367,750,1,Married,6174,7,1
49,17112,31,4630,678,4,Single,11981,55,1
28,1539,4,3513,309,0,Divorced,8749,19,0
25,11974,36,1144,815,4,Married,1636,34,1
50,14846,30,68,523,0,Single,9391,10,1
40,6615,11,3717,680,1,Single,1645,49,0
42,17016,34,9018,840,3,Divorced,11147,51,0
25,3956,29,9361,601,4,Married,6079,11,0
62,9077,5,9175,502,2,Single,9800,13,0
39,4722,14,9644,495,4,Single,14429,44,0
21,13059,14,9231,621,1,Single,4995,44,0
57,6087,15,4723,717,3,Divorced,6999,49,0
20,11338,19,4213,641,3,Married,6742,34,1
46,3170,12,6413,688,4,Single,14332,44,0
58,4391,30,3466,308,4,Single,8799,49,0
46,7942,33,3026,831,5,Single,10676,32,1
51,19000,28,6998,448,4,Single,14785,21,0
51,14806,2,2747,682,1,Married,12939,32,1
45,15792,8,7271,828,0,Married,9597,44,1
30,13809,10,6171,311,5,Single,5445,45,0
32,15855,10,3855,775,0,Single,2492,6,1
40,10108,24,8753,352,2,Single,4622,50,0
61,7458,21,2203,735,1,Divorced,12906,56,1
43,3756,8,3419,505,5,Divorced,13510,38,0
21,7853,19,1144,353,3,Divorced,10839,55,0
43,8709,20,2699,789,5,Single,12790,44,1
57,19320,9,9743,643,2,Divorced,1305,59,0
26,13847,21,560,468,3,Married,2492,32,0
22,18352,28,1187,460,5,Divorced,7996,22,0
49,8297,8,3133,826,3,Single,4100,20,1
37,17256,4,3411,826,4,Married,13917,27,1
28,4203,39,1689,586,3,Single,14041,24,1
32,7499,10,4407,711,5,Married,13091,33,0
49,6173,0,2423,821,3,Divorced,12964,28,0
45,18273,0,1369,498,1,Divorced,4510,41,0
39,12650,38,6007,460,4,Married,8775,54,0
58,10173,4,6728,688,4,Married,4858,44,0
34,8382,21,8772,773,2,Single,5815,53,0
43,1801,25,976,680,4,Married,3820,54,0
61,9234,5,4272,423,0,Single,8049,25,0
24,14897,31,6497,371,1,Married,3005,52,0
59,16197,10,118,467,2,Married,8328,14,0
43,10969,9,1542,583,0,Divorced,8385,58,1
42,4201,38,4862,793,3,Divorced,2956,28,0
27,17733,33,3043,335,0,Single,7748,50,0
62,10972,30,972,474,2,Single,8368,12,0
36,1583,11,915,498,4,Single,6849,36,0
28,13719,15,6621,415,1,Married,7463,56,0
30,4377,37,9629,614,2,Married,3562,16,0
25,15855,2,586,519,0,Single,4352,45,1
57,4401,1,8542,433,0,Married,13589,22,0
21,14636,4,5625,421,2,Divorced,5490,41,0
64,16738,10,7354,720,5,Married,13660,31,1
48,7772,24,4591,791,5,Divorced,887,41,0
45,11131,34,2562,588,2,Single,14623,23,1
28,1788,34,6839,352,5,Married,7537,59,0
60,17184,21,8464,504,2,Single,7410,36,1
18,3889,36,2927,647,4,Divorced,2503,54,0
64,10569,21,6195,350,2,Single,9723,40,0
55,11141,10,6276,339,3,Divorced,6245,46,0
41,12934,31,9956,549,1,Divorced,2040,33,0
64,10769,34,4290,517,1,Single,9141,31,1
48,8612,30,5882,478,3,Divorced,4047,11,0
58,19876,7,6446,850,0,Single,13129,39,1
63,17205,19,5167,482,0,Single,9788,33,0
43,14934,33,9962,463,0,Single,9551,49,0
22,11095,3,1522,676,0,Divorced,14956,52,1
37,5240,17,9023,796,4,Divorced,801,14,0
58,19706,3,561,760,3,Married,7604,34,1
28,11748,19,3540,773,1,Single,2519,39,1
50,6298,8,1479,336,3,Single,9572,17,0
55,2861,15,6677,618,1,Single,10973,21,0
44,15142,25,1205,711,0,Single,4661,12,1
51,8320,37,6660,655,4,Single,729,36,0
32,12367,24,8848,528,2,Single,9613,38,0
49,18482,3,589,563,2,Single,8210,58,1
38,6247,40,4326,786,5,Married,2332,12,0
63,2734,40,4904,651,0,Married,8742,8,0
22,5663,37,9563,741,0,Single,4178,25,0
23,6909,18,6421,758,3,Single,7996,10,0
55,13818,13,3759,324,4,Married,4982,8,0
39,18064,20,8939,430,4,Married,13849,52,0
35,9163,14,8655,669,3,Single,12473,43,0
31,19454,2,8945,735,4,Single,9444,20,1
27,14358,36,5936,523,4,Married,13984,40,1
63,7668,15,8774,651,2,Married,6387,28,0
30,14016,13,2205,784,4,Single,1978,38,1
48,9001,8,4114,496,0,Married,2588,7,0
47,10921,6,4027,408,2,Single,6540,41,0
20,3191,13,4816,519,0,Divorced,8652,26,0
47,9859,5,7188,618,0,Single,3493,19,0
23,9872,20,2808,381,3,Single,13940,19,0
46,19847,14,3603,836,5,Single,13865,47,1
25,5922,7,3913,731,4,Married,14921,16,0
61,5392,33,1419,307,4,Single,12487,9,0
62,14541,39,2167,448,4,Single,3840,52,0
60,16015,0,2144,397,4,Married,2843,57,0
61,4227,31,2167,400,2,Divorced,7688,35,0
50,3024,4,9752,666,1,Divorced,1738,41,0
34,17713,29,9368,761,0,Married,13212,25,0
65,3486,21,9460,713,5,Single,10928,57,0
28,2155,19,5891,558,5,Divorced,12948,21,0
30,11082,15,6536,655,1,Divorced,7356,39,0
28,5477,6,1166,310,1,Married,6160,50,0
48,19569,6,3575,715,1,Divorced,11120,13,1
45,8086,1,2841,549,2,Divorced,4839,50,1
61,3317,13,1870,849,1,Married,8874,25,0
23,4621,30,2886,421,2,Divorced,9235,26,0
58,5491,40,159,364,3,Single,3326,45,0
33,16916,13,7243,601,3,Married,7591,35,1
21,16248,4,3763,424,5,Single,14359,41,0
52,3511,10,1055,611,3,Single,592,10,1
65,10546,39,333,490,2,Married,2915,26,0
43,16612,4,3596,749,2,Divorced,4754,43,1
29,8848,28,7607,458,0,Married,11137,28,0
28,15274,10,9083,652,1,Divorced,8626,24,0
54,18677,4,1362,562,4,Single,5033,15,1
42,3465,31,925,705,4,Divorced,7016,32,1
35,17304,35,5519,316,1,Single,4901,40,0
36,16669,14,2443,559,4,Single,3532,18,1
40,12294,18,3980,654,4,Single,10665,14,1
55,4175,21,7260,788,4,Married,3789,22,0
35,8849,33,1419,513,5,Divorced,13769,36,1
43,13473,16,59,538,2,Divorced,11068,47,1
23,10425,11,2524,479,2,Divorced,14676,49,0
21,13222,24,3797,718,2,Single,4938,50,1
61,9444,16,1578,442,1,Married,7367,29,0
46,9210,9,7201,616,3,Divorced,14676,47,0
51,3759,27,707,543,5,Divorced,3734,56,1
34,17091,17,8165,531,5,Married,6497,58,1
60,1002,17,5277,602,4,Divorced,6801,24,0
60,18643,31,1780,630,0,Married,1633,54,1
33,9190,13,2413,547,2,Married,12330,35,1
19,16248,15,7750,582,5,Divorced,11089,10,1
51,6773,17,2161,586,5,Married,11465,13,1
25,13786,15,8800,331,0,Married,13152,42,0
30,19952,16,308,799,4,Divorced,10612,52,1
59,16037,6,5439,829,5,Single,2562,41,1
25,2885,11,4307,680,5,Divorced,10892,30,0
47,8060,33,2364,362,3,Divorced,5127,50,0
49,17331,9,184,427,0,Single,11706,54,0
53,8844,4,5324,827,4,Married,3971,10,0
64,14450,20,5483,462,4,Divorced,13863,38,0
47,10491,2,245,550,2,Single,13642,27,1
18,19722,18,8430,594,3,Single,968,52,1
60,10268,34,8183,478,4,Divorced,1844,47,0
56,10139,5,5924,528,3,Divorced,9570,30,0
34,7791,13,519,693,2,Single,13154,48,1
37,8171,3,3907,695,0,Divorced,6598,55,1
41,18253,17,276,371,5,Single,12601,34,0
39,1093,28,5101,617,5,Divorced,4307,50,0
46,3987,34,8797,678,1,Single,5236,57,0
39,13847,37,4573,435,1,Divorced,5457,35,0
61,10967,15,4603,677,1,Divorced,11633,53,1
26,17218,19,4053,418,5,Divorced,14222,56,0
54,11452,23,6812,829,3,Married,3845,35,0
27,9627,34,6073,822,1,Divorced,1088,60,0
53,5947,18,141,686,0,Single,4383,49,1
54,7651,3,1717,568,4,Single,10021,60,1
45,4144,32,7313,823,3,Married,591,51,0
45,17460,1,5714,846,5,Married,957,36,1
59,9959,12,399,785,0,Married,12033,39,1
60,9297,29,4763,737,5,Divorced,13863,33,0
38,7694,33,9714,410,3,Divorced,2384,15,0
41,16835,29,9526,621,3,Single,13932,9,0
59,4346,23,6255,826,3,Single,14782,38,0
57,12340,32,238,476,2,Divorced,3621,22,0
19,1244,40,3215,850,4,Single,14702,16,0
25,3625,9,7541,837,1,Divorced,10731,12,0
65,4849,17,3647,772,2,Married,8142,22,0
44,10597,18,5408,687,4,Divorced,6111,33,0
39,8737,6,9808,397,5,Divorced,8452,22,0
54,15024,18,6340,710,1,Divorced,10095,46,1
44,13000,23,2429,674,2,Single,4203,15,1
46,9333,14,3652,469,2,Divorced,4982,31,0
20,18276,40,9913,355,0,Divorced,2481,11,0
61,8310,22,6307,624,2,Divorced,14418,22,0
30,3399,3,9464,559,3,Married,14472,21,0
62,5640,37,5140,639,5,Divorced,14100,44,0
27,11391,3,2878,703,2,Divorced,10484,56,1
53,18853,4,1535,831,3,Divorced,4966,31,1
26,11892,40,8727,473,4,Single,2731,9,0
44,12197,22,6254,837,4,Married,9463,25,0
51,14050,39,948,459,3,Married,6281,54,0
18,4374,36,3941,309,0,Divorced,8896,46,0
49,13911,10,9213,555,0,Divorced,13741,16,0
42,9847,10,6603,643,4,Single,10911,28,0
46,15785,12,8625,835,5,Divorced,13612,38,0
24,11960,13,1403,672,2,Single,8913,36,1
20,14535,7,7819,734,4,Divorced,9883,12,0
37,9234,24,3511,345,4,Single,3815,27,0
37,11503,17,2935,354,3,Married,11981,10,0
47,6122,17,4878,377,0,Divorced,5675,42,0
52,10852,9,7506,790,5,Single,2098,6,0
52,6387,6,7591,571,3,Single,10600,11,0
56,8631,13,5060,849,4,Divorced,4762,50,0
44,8226,14,3333,410,1,Single,2042,52,0
43,6108,15,1602,314,2,Divorced,8833,9,0
31,19608,1,8420,377,4,Divorced,14960,35,0
34,3110,29,2196,800,3,Single,589,35,0
35,1957,29,110,717,1,Single,12677,22,0
62,8146,17,9436,574,1,Single,4906,29,0
46,1560,30,6023,793,4,Married,5990,36,0
37,2312,12,4159,496,5,Divorced,10955,33,0
44,19205,19,3867,675,0,Divorced,12204,50,1
35,12595,34,9569,362,1,Married,4206,48,0
21,6374,22,7641,660,2,Married,1709,9,0
18,3651,32,5004,843,3,Single,5478,44,0
18,11006,37,9963,409,3,Divorced,3724,24,0
43,10933,34,8204,493,3,Married,5356,29,0
62,17172,35,7077,818,4,Married,8293,12,1
37,3877,19,3261,758,3,Divorced,6739,51,0
40,5083,2,662,600,3,Divorced,7353,58,1
27,1745,7,8885,795,2,Divorced,10051,53,0
28,9749,39,3390,448,0,Single,2038,58,0
58,18325,31,9373,760,5,Married,648,14,0
58,19680,28,3018,438,4,Single,8565,27,0
22,18323,6,9696,591,4,Divorced,8199,59,0
18,18994,1,1902,634,3,Divorced,13502,7,1
34,2725,20,4171,483,2,Married,1925,32,0
39,13213,5,328,606,1,Single,2217,21,1
51,10528,27,9631,561,3,Single,10046,10,0
62,15162,35,6295,609,3,Single,14038,17,1
58,9853,31,3846,643,4,Divorced,14615,57,1
46,8187,8,224,723,4,Married,11097,31,1
21,1032,10,2520,813,3,Single,3135,20,0
22,15893,22,8064,823,4,Divorced,2863,8,0
28,15408,10,3714,560,2,Divorced,11624,14,1
38,16160,1,2407,661,1,Single,3607,33,1
52,4414,2,6683,468,1,Married,6128,44,0
29,18540,10,810,499,1,Married,2001,41,0
43,13120,34,6752,684,3,Single,1951,30,0
36,2543,14,3117,611,5,Divorced,9141,46,0
62,1271,10,4773,611,3,Divorced,2335,33,0
24,6295,30,3290,694,3,Single,12877,52,0
64,15963,27,2251,650,2,Divorced,11280,60,1
24,12580,27,4661,327,1,Divorced,12963,26,0
43,13597,31,4606,432,4,Single,10135,34,0
57,13045,24,9115,679,4,Divorced,6351,30,0
22,14603,19,6421,827,0,Single,3448,35,1
38,10937,27,3052,586,0,Single,4435,44,1
31,15830,24,8207,583,5,Single,14801,16,0
21,7722,10,4451,526,4,Divorced,7330,24,0
40,9201,18,4925,726,1,Single,4209,16,0
59,5144,27,2646,326,3,Divorced,11934,30,0
37,6606,0,9293,631,4,Single,1789,6,0
32,7766,4,9282,416,5,Married,1003,37,0
62,18114,9,2906,388,5,Divorced,8451,26,0
46,16928,33,1746,421,4,Divorced,5551,50,0
25,2648,35,4309,332,0,Divorced,3597,18,0
58,3130,1,9912,697,1,Married,14088,39,0
65,15392,17,448,824,4,Single,2647,22,1
36,11588,12,3012,323,3,Married,10157,56,0
65,5366,4,1568,624,3,Single,5020,60,1
56,2506,19,3491,333,2,Single,2397,52,0
63,19542,1,7310,546,3,Single,13841,24,1
45,16222,10,6883,318,4,Single,4216,15,0
63,13363,29,5984,329,4,Single,13693,47,0
44,12795,31,9239,348,3,Married,14674,14,0
21,10858,31,7088,479,0,Divorced,9342,56,0
32,13616,37,4768,669,1,Married,13785,16,1
52,5136,27,1064,694,5,Divorced,11954,43,1
54,14478,9,3821,795,4,Divorced,14714,36,1
18,12161,21,8759,730,3,Divorced,1710,7,0
20,3689,16,1436,506,5,Married,2687,29,1
64,3810,21,6097,334,3,Single,8558,47,0
41,12663,18,2483,712,4,Single,4320,52,1
44,7152,16,7719,663,2,Divorced,868,10,0
