Age,Gender,Race,Marital Status,Education Level,Years of Experience,Skills Score,Culture Fit Score,Job Role Applied For,Hiring Decision
30,Non-Binary,Other,Married,High School,27,10,4,HR,Hired
51,Male,Black,Single,Master's,5,8,5,Marketing,Not Hired
62,Female,Black,Divorced,Bachelor's,31,8,4,Engineer,Hired
39,Female,Other,Single,Bachelor's,27,2,3,Management,Not Hired
40,Female,Hispanic,Married,Bachelor's,10,9,2,Sales,Hired
20,Male,Other,Divorced,PhD,22,4,4,Marketing,Hired
59,Non-Binary,Black,Single,High School,29,1,5,Management,Hired
51,Female,Hispanic,Single,Bachelor's,8,1,1,Marketing,Not Hired
49,Male,Black,Divorced,Master's,27,5,1,Marketing,Not Hired
62,Prefer not to say,Hispanic,Divorced,Master's,23,7,6,Sales,Not Hired
38,Female,Hispanic,Single,Master's,27,5,5,Management,Hired
63,Female,Other,Divorced,PhD,23,3,4,Engineer,Not Hired
61,Non-Binary,Other,Married,High School,14,7,1,Management,Not Hired
38,Female,Other,Single,High School,38,1,7,Management,Hired
61,Female,Hispanic,Married,Bachelor's,32,1,4,Engineer,Not Hired
28,Prefer not to say,Hispanic,Single,High School,33,2,3,Sales,Not Hired
56,Male,Black,Married,Master's,21,1,7,Management,Not Hired
21,Male,Asian,Married,Master's,28,9,2,Engineer,Hired
18,Non-Binary,Other,Divorced,PhD,33,4,10,Marketing,Hired
45,Prefer not to say,Prefer not to say,Single,Master's,9,7,1,Marketing,Not Hired
41,Male,Black,Divorced,High School,29,5,4,Engineer,Hired
52,Prefer not to say,Black,Divorced,Master's,10,7,8,Marketing,Not Hired
30,Male,White,Single,Bachelor's,33,7,6,Management,Hired
64,Prefer not to say,Other,Married,PhD,20,1,9,Engineer,Not Hired
51,Non-Binary,Black,Single,PhD,12,1,1,Management,Not Hired
28,Female,White,Single,High School,24,3,1,HR,Not Hired
53,Non-Binary,Prefer not to say,Single,Master's,20,10,5,Sales,Hired
34,Male,Prefer not to say,Divorced,Master's,0,2,6,Sales,Not Hired
52,Non-Binary,Other,Single,High School,4,7,8,Sales,Hired
35,Female,Hispanic,Single,High School,21,3,3,Engineer,Not Hired
57,Non-Binary,White,Single,Bachelor's,6,7,6,HR,Not Hired
39,Male,Hispanic,Married,High School,12,9,3,Sales,Not Hired
41,Male,Prefer not to say,Married,Master's,22,1,8,Management,Not Hired
36,Non-Binary,Prefer not to say,Married,Bachelor's,20,3,4,Sales,Not Hired
54,Female,Asian,Married,PhD,5,6,2,HR,Not Hired
56,Non-Binary,Asian,Divorced,Master's,19,9,9,Management,Hired
38,Female,Asian,Divorced,PhD,11,5,10,Management,Hired
25,Prefer not to say,Asian,Single,PhD,39,3,8,Engineer,Hired
45,Female,Black,Divorced,PhD,8,8,6,Engineer,Not Hired
22,Prefer not to say,Asian,Married,Master's,27,5,3,Marketing,Not Hired
34,Non-Binary,Black,Single,PhD,10,6,2,HR,Not Hired
54,Female,Black,Single,Master's,31,2,4,Management,Not Hired
53,Prefer not to say,Other,Married,PhD,10,4,4,HR,Not Hired
36,Prefer not to say,Black,Married,High School,23,1,1,Sales,Not Hired
44,Prefer not to say,Black,Married,High School,14,4,9,Sales,Not Hired
51,Male,Asian,Divorced,Master's,40,1,10,Marketing,Hired
28,Non-Binary,Black,Single,PhD,34,4,8,Management,Hired
62,Prefer not to say,Hispanic,Married,PhD,16,2,7,Management,Not Hired
64,Female,Asian,Single,PhD,24,6,6,Marketing,Not Hired
29,Prefer not to say,White,Single,High School,34,6,3,Sales,Hired
38,Male,Asian,Divorced,PhD,18,8,4,Management,Hired
28,Non-Binary,Black,Single,PhD,40,9,2,HR,Hired
56,Male,Hispanic,Married,Master's,30,8,7,Management,Hired
45,Male,Asian,Married,PhD,16,1,2,Sales,Not Hired
22,Male,Hispanic,Single,High School,22,3,10,Management,Hired
34,Female,White,Single,PhD,0,6,1,Management,Not Hired
37,Non-Binary,Prefer not to say,Divorced,High School,9,1,6,Engineer,Not Hired
58,Non-Binary,White,Married,High School,7,8,4,Management,Hired
63,Female,Prefer not to say,Married,Bachelor's,25,6,8,Marketing,Hired
29,Non-Binary,Other,Single,High School,33,1,1,Marketing,Not Hired
23,Male,Prefer not to say,Single,Bachelor's,18,10,9,HR,Hired
34,Non-Binary,Other,Single,Bachelor's,13,2,6,Management,Not Hired
36,Female,Asian,Married,PhD,7,6,2,HR,Not Hired
43,Male,Other,Single,Bachelor's,0,10,8,Sales,Not Hired
65,Female,Hispanic,Divorced,Master's,24,8,5,Sales,Not Hired
61,Prefer not to say,Other,Divorced,High School,23,5,5,Engineer,Not Hired
61,Male,Hispanic,Single,Master's,19,1,5,Engineer,Not Hired
49,Male,Prefer not to say,Divorced,Bachelor's,29,10,7,Management,Hired
23,Non-Binary,Prefer not to say,Divorced,PhD,4,2,7,Management,Not Hired
53,Male,Prefer not to say,Divorced,High School,2,4,10,HR,Not Hired
55,Female,Other,Divorced,Master's,31,4,7,HR,Hired
28,Non-Binary,Prefer not to say,Divorced,PhD,16,7,10,Management,Hired
50,Prefer not to say,Other,Married,Bachelor's,4,2,2,Management,Not Hired
41,Female,Other,Single,PhD,10,7,8,Engineer,Hired
40,Prefer not to say,Black,Divorced,Master's,37,7,1,Engineer,Hired
32,Prefer not to say,Black,Single,PhD,3,7,2,Engineer,Not Hired
44,Prefer not to say,Other,Divorced,Master's,38,3,7,Management,Hired
28,Male,Hispanic,Married,PhD,18,6,4,HR,Not Hired
34,Female,Asian,Married,High School,38,6,10,Marketing,Hired
31,Female,White,Divorced,PhD,22,4,10,Marketing,Hired
44,Male,Black,Divorced,High School,16,1,9,HR,Hired
35,Non-Binary,Other,Divorced,Master's,12,9,9,HR,Hired
45,Prefer not to say,White,Married,High School,26,2,3,HR,Not Hired
64,Female,Black,Married,PhD,0,9,3,Engineer,Not Hired
64,Male,Asian,Single,High School,1,8,9,Sales,Hired
21,Prefer not to say,Hispanic,Married,Master's,17,1,10,Management,Hired
24,Non-Binary,Other,Divorced,PhD,35,7,8,Engineer,Hired
62,Non-Binary,Asian,Single,High School,32,10,1,Marketing,Hired
52,Prefer not to say,Black,Married,High School,35,3,6,Management,Hired
65,Non-Binary,Other,Married,Bachelor's,1,10,7,HR,Not Hired
26,Female,White,Divorced,High School,3,10,8,Marketing,Hired
25,Female,Prefer not to say,Single,Bachelor's,15,9,2,HR,Not Hired
62,Female,Hispanic,Married,Master's,3,5,1,HR,Not Hired
34,Non-Binary,Black,Married,Bachelor's,8,3,4,HR,Not Hired
34,Female,Hispanic,Divorced,Master's,20,8,1,Management,Not Hired
50,Male,Other,Single,High School,22,3,2,Marketing,Not Hired
49,Female,Prefer not to say,Single,High School,1,7,3,Marketing,Not Hired
25,Female,Asian,Single,Bachelor's,2,7,4,HR,Not Hired
36,Non-Binary,Hispanic,Single,Master's,22,7,6,Engineer,Hired
55,Female,White,Divorced,High School,25,1,8,Sales,Not Hired
20,Prefer not to say,Black,Married,Bachelor's,6,5,9,Engineer,Not Hired
22,Male,White,Married,Bachelor's,35,1,4,Management,Not Hired
30,Non-Binary,Hispanic,Single,Bachelor's,32,7,1,Sales,Not Hired
64,Male,Prefer not to say,Single,High School,35,8,5,Engineer,Hired
63,Prefer not to say,Asian,Single,Master's,3,7,5,Marketing,Hired
48,Non-Binary,Asian,Married,High School,22,1,9,Engineer,Not Hired
33,Non-Binary,White,Married,PhD,24,3,6,HR,Hired
49,Female,Other,Single,PhD,40,10,5,Management,Hired
39,Male,Other,Divorced,High School,25,3,10,Engineer,Hired
46,Prefer not to say,Prefer not to say,Married,Master's,27,7,10,Engineer,Hired
39,Prefer not to say,Asian,Married,Bachelor's,27,4,5,Sales,Hired
60,Non-Binary,White,Single,PhD,20,3,8,HR,Not Hired
20,Female,White,Divorced,PhD,9,6,1,Sales,Not Hired
27,Non-Binary,White,Single,High School,26,10,5,Management,Hired
59,Non-Binary,Hispanic,Single,PhD,14,6,1,Management,Not Hired
38,Non-Binary,Prefer not to say,Divorced,PhD,16,10,7,HR,Hired
33,Non-Binary,Other,Divorced,Bachelor's,38,5,7,Sales,Hired
29,Prefer not to say,Other,Divorced,Bachelor's,34,6,10,HR,Hired
19,Prefer not to say,Hispanic,Married,Master's,4,3,8,Sales,Not Hired
58,Non-Binary,Black,Single,PhD,15,10,7,Marketing,Hired
41,Non-Binary,Hispanic,Married,Master's,22,5,9,HR,Hired
52,Female,Prefer not to say,Divorced,Master's,38,9,8,Management,Hired
47,Non-Binary,White,Married,Bachelor's,8,4,8,Sales,Not Hired
47,Prefer not to say,Hispanic,Divorced,Bachelor's,32,2,3,Marketing,Hired
64,Male,White,Divorced,High School,34,5,10,Management,Hired
52,Prefer not to say,Prefer not to say,Single,Bachelor's,39,3,4,Sales,Hired
36,Female,Prefer not to say,Single,Master's,23,3,4,Marketing,Not Hired
25,Prefer not to say,Asian,Single,PhD,23,4,1,Management,Not Hired
43,Male,White,Married,Master's,23,4,6,Management,Not Hired
57,Non-Binary,Other,Single,Master's,18,5,2,Marketing,Not Hired
24,Male,Hispanic,Divorced,Master's,38,7,9,Management,Hired
47,Non-Binary,Prefer not to say,Single,Bachelor's,24,4,1,Sales,Not Hired
24,Non-Binary,White,Married,Master's,30,7,1,Sales,Hired
20,Prefer not to say,Black,Single,High School,37,9,10,Management,Hired
18,Prefer not to say,Asian,Single,PhD,24,3,6,Engineer,Not Hired
53,Prefer not to say,Black,Single,Bachelor's,26,5,1,Marketing,Not Hired
42,Female,Prefer not to say,Married,Master's,31,4,3,Engineer,Not Hired
54,Prefer not to say,Black,Divorced,High School,10,9,10,Sales,Hired
18,Female,Black,Divorced,PhD,4,5,2,Management,Not Hired
32,Prefer not to say,Asian,Divorced,Master's,32,10,9,HR,Hired
54,Non-Binary,Asian,Single,PhD,18,2,5,HR,Not Hired
30,Female,Asian,Single,Bachelor's,15,10,6,Engineer,Hired
57,Male,Asian,Married,Bachelor's,34,1,2,Engineer,Hired
25,Female,Black,Divorced,High School,10,7,8,Engineer,Not Hired
22,Female,Other,Single,Bachelor's,10,1,6,Sales,Not Hired
26,Male,Other,Single,High School,9,8,8,Sales,Hired
18,Female,Asian,Single,Master's,33,9,8,Management,Hired
53,Non-Binary,Hispanic,Married,PhD,4,7,1,Sales,Not Hired
52,Prefer not to say,White,Divorced,Bachelor's,22,9,7,Management,Hired
19,Male,Prefer not to say,Married,PhD,24,10,2,Management,Hired
57,Prefer not to say,Hispanic,Divorced,PhD,28,6,8,Engineer,Hired
40,Non-Binary,Prefer not to say,Divorced,Master's,39,7,2,HR,Hired
26,Male,Hispanic,Single,Master's,12,3,4,Engineer,Not Hired
51,Prefer not to say,Hispanic,Single,Bachelor's,31,9,2,Sales,Hired
63,Prefer not to say,Other,Single,Master's,33,3,7,Marketing,Hired
31,Non-Binary,White,Single,PhD,11,6,5,Sales,Hired
21,Prefer not to say,Hispanic,Single,High School,23,4,9,HR,Hired
47,Non-Binary,Asian,Divorced,High School,39,9,5,Sales,Hired
48,Female,Prefer not to say,Single,High School,20,1,8,HR,Not Hired
55,Non-Binary,Other,Single,Bachelor's,28,9,2,Marketing,Hired
28,Female,Prefer not to say,Married,Master's,22,4,3,Marketing,Not Hired
52,Male,Asian,Married,Master's,32,10,6,Management,Hired
25,Prefer not to say,Asian,Divorced,Master's,7,5,7,Sales,Not Hired
20,Non-Binary,Hispanic,Divorced,Master's,12,1,10,Management,Not Hired
31,Non-Binary,Asian,Married,PhD,4,1,8,Engineer,Not Hired
30,Prefer not to say,White,Married,High School,40,6,3,Engineer,Hired
62,Prefer not to say,Asian,Single,PhD,9,10,7,Engineer,Hired
49,Male,Hispanic,Single,Bachelor's,13,1,8,Engineer,Not Hired
51,Male,Prefer not to say,Divorced,High School,23,2,10,Engineer,Hired
62,Non-Binary,Asian,Married,High School,10,3,6,Sales,Hired
36,Male,Other,Divorced,PhD,2,7,4,Management,Not Hired
55,Female,Other,Single,Bachelor's,28,2,6,Management,Not Hired
33,Male,Other,Divorced,Bachelor's,29,5,9,HR,Hired
19,Male,Prefer not to say,Divorced,High School,36,9,3,Engineer,Hired
57,Non-Binary,Black,Divorced,Master's,6,10,2,Marketing,Not Hired
34,Female,Other,Single,Bachelor's,16,8,5,HR,Hired
51,Male,Other,Divorced,PhD,19,8,7,HR,Not Hired
59,Female,Black,Single,Bachelor's,10,2,3,Sales,Not Hired
33,Female,Prefer not to say,Married,High School,24,1,5,HR,Hired
55,Female,Other,Divorced,Master's,23,9,4,Marketing,Hired
19,Prefer not to say,Hispanic,Divorced,Bachelor's,1,10,7,Management,Not Hired
19,Prefer not to say,Prefer not to say,Single,High School,26,4,2,HR,Not Hired
43,Prefer not to say,Other,Divorced,Bachelor's,18,9,7,Sales,Hired
30,Prefer not to say,Other,Single,Master's,28,7,2,Engineer,Not Hired
64,Non-Binary,Black,Divorced,PhD,36,6,3,Marketing,Hired
48,Male,Hispanic,Married,High School,10,10,5,Engineer,Hired
51,Prefer not to say,Prefer not to say,Married,High School,18,9,7,HR,Hired
56,Non-Binary,Asian,Married,Master's,27,10,6,Management,Hired
20,Male,White,Divorced,High School,38,4,7,Sales,Hired
25,Prefer not to say,Hispanic,Divorced,Master's,20,1,6,Marketing,Not Hired
40,Male,Asian,Married,High School,25,5,1,Management,Not Hired
31,Prefer not to say,Hispanic,Married,Master's,21,6,5,Marketing,Not Hired
44,Non-Binary,Asian,Single,Bachelor's,5,6,1,Sales,Not Hired
46,Female,Asian,Single,Bachelor's,10,1,7,Sales,Not Hired
56,Female,Hispanic,Married,Bachelor's,13,7,4,HR,Not Hired
56,Male,Black,Married,High School,35,8,5,Marketing,Hired
18,Non-Binary,Hispanic,Divorced,Master's,39,5,1,HR,Hired
34,Female,Hispanic,Married,Master's,40,2,8,Marketing,Hired
58,Prefer not to say,Asian,Single,PhD,1,2,4,Marketing,Not Hired
47,Female,White,Single,Bachelor's,19,5,3,Engineer,Not Hired
30,Male,Asian,Single,PhD,21,7,1,HR,Hired
38,Male,Other,Single,Bachelor's,38,7,4,Marketing,Hired
36,Non-Binary,Hispanic,Single,PhD,3,4,3,Marketing,Not Hired
36,Male,Prefer not to say,Single,Bachelor's,28,3,8,Sales,Not Hired
42,Female,Hispanic,Married,Master's,23,9,9,Engineer,Hired
39,Female,Black,Single,Bachelor's,0,7,5,Sales,Hired
48,Female,Prefer not to say,Single,High School,23,2,9,HR,Not Hired
34,Female,Asian,Single,Bachelor's,29,1,1,HR,Not Hired
40,Non-Binary,Black,Single,Bachelor's,11,2,7,Marketing,Not Hired
49,Prefer not to say,Hispanic,Married,Master's,18,3,7,Management,Not Hired
27,Prefer not to say,Asian,Divorced,High School,36,5,6,Sales,Hired
27,Non-Binary,Asian,Divorced,Master's,39,3,4,HR,Hired
53,Male,Other,Divorced,PhD,3,10,9,Marketing,Hired
25,Prefer not to say,Other,Divorced,PhD,14,9,3,Marketing,Not Hired
37,Male,White,Single,High School,19,10,1,Sales,Not Hired
49,Prefer not to say,Other,Divorced,PhD,19,4,2,Marketing,Not Hired
31,Male,Prefer not to say,Divorced,High School,20,7,3,Engineer,Hired
45,Non-Binary,Asian,Married,Bachelor's,9,4,2,Management,Not Hired
63,Female,Other,Married,PhD,29,3,6,Sales,Not Hired
41,Male,White,Married,Bachelor's,23,10,7,Sales,Hired
32,Female,Hispanic,Single,Master's,39,1,5,Sales,Hired
39,Male,Prefer not to say,Single,PhD,39,9,5,Marketing,Hired
47,Male,Other,Single,Master's,37,1,7,Marketing,Hired
21,Male,Asian,Married,Master's,2,1,6,Sales,Not Hired
30,Male,Hispanic,Divorced,High School,28,1,8,Sales,Hired
40,Male,Asian,Married,Master's,7,5,9,Engineer,Hired
25,Female,Hispanic,Single,High School,28,7,2,HR,Hired
35,Male,Prefer not to say,Married,High School,9,7,2,Engineer,Not Hired
29,Female,Asian,Divorced,High School,4,10,1,Sales,Not Hired
48,Non-Binary,Other,Single,High School,10,1,7,Marketing,Not Hired
31,Prefer not to say,Other,Divorced,High School,3,6,4,Marketing,Not Hired
51,Male,White,Divorced,Bachelor's,34,9,9,Sales,Hired
35,Prefer not to say,Hispanic,Single,High School,39,6,6,HR,Hired
51,Female,White,Divorced,PhD,11,4,7,Management,Not Hired
28,Non-Binary,Black,Married,High School,20,10,7,Management,Hired
58,Non-Binary,Other,Divorced,Bachelor's,15,9,8,Engineer,Hired
29,Non-Binary,Hispanic,Divorced,PhD,13,3,4,HR,Not Hired
32,Prefer not to say,Prefer not to say,Divorced,PhD,20,10,3,Management,Hired
48,Female,White,Married,Bachelor's,26,4,3,HR,Not Hired
46,Male,Prefer not to say,Divorced,PhD,35,4,10,Marketing,Hired
43,Male,Prefer not to say,Divorced,Bachelor's,0,4,8,Marketing,Not Hired
35,Female,Prefer not to say,Married,Master's,0,6,3,HR,Not Hired
49,Prefer not to say,White,Single,Master's,21,7,8,Sales,Hired
39,Male,Black,Single,High School,14,9,2,Management,Hired
55,Female,White,Single,High School,19,3,5,Management,Not Hired
34,Male,Asian,Divorced,High School,2,8,5,Marketing,Hired
40,Non-Binary,Other,Single,High School,13,8,7,Engineer,Not Hired
41,Male,White,Married,Bachelor's,8,1,5,Management,Not Hired
25,Prefer not to say,White,Divorced,Master's,18,5,9,Marketing,Hired
58,Female,Black,Divorced,Bachelor's,39,10,3,Marketing,Hired
23,Prefer not to say,Asian,Divorced,PhD,33,5,9,HR,Hired
22,Female,White,Single,PhD,3,8,1,HR,Not Hired
61,Non-Binary,Other,Single,PhD,32,8,3,HR,Hired
46,Female,Other,Single,PhD,36,2,4,Engineer,Hired
45,Male,White,Divorced,PhD,1,3,6,Management,Not Hired
28,Male,Prefer not to say,Married,Master's,26,2,10,Engineer,Not Hired
18,Non-Binary,Prefer not to say,Divorced,Bachelor's,16,1,8,Engineer,Not Hired
60,Female,Asian,Married,PhD,30,2,7,HR,Not Hired
36,Non-Binary,Other,Divorced,High School,40,10,8,Marketing,Hired
26,Male,Prefer not to say,Married,Master's,5,6,6,Sales,Not Hired
44,Prefer not to say,Other,Divorced,High School,30,1,6,Marketing,Not Hired
51,Non-Binary,Asian,Divorced,Master's,2,6,6,Marketing,Not Hired
61,Prefer not to say,Asian,Married,Master's,39,1,3,Marketing,Not Hired
21,Prefer not to say,Prefer not to say,Married,High School,2,2,10,Marketing,Not Hired
53,Female,White,Married,High School,32,8,4,Engineer,Hired
35,Non-Binary,Hispanic,Married,PhD,12,6,6,HR,Not Hired
32,Prefer not to say,Black,Married,High School,20,9,7,HR,Hired
30,Prefer not to say,Hispanic,Married,Bachelor's,36,1,3,Marketing,Not Hired
36,Female,Hispanic,Married,Master's,15,5,4,Sales,Hired
23,Female,Other,Married,Master's,20,7,6,Management,Hired
65,Male,Asian,Divorced,PhD,12,9,1,Marketing,Not Hired
29,Prefer not to say,Other,Married,Master's,3,9,7,Marketing,Hired
54,Male,Prefer not to say,Married,High School,30,4,1,Sales,Hired
34,Prefer not to say,Black,Divorced,Master's,8,4,10,Engineer,Not Hired
40,Male,Prefer not to say,Divorced,Master's,32,4,9,Marketing,Hired
43,Female,White,Single,High School,36,3,10,Sales,Hired
46,Non-Binary,Black,Single,High School,36,8,9,Engineer,Hired
50,Female,Other,Married,Master's,23,5,9,Engineer,Hired
44,Male,Other,Married,Bachelor's,24,7,4,Marketing,Hired
42,Male,Prefer not to say,Single,High School,40,10,2,Engineer,Hired
27,Non-Binary,Other,Single,Bachelor's,28,6,7,Marketing,Not Hired
64,Prefer not to say,Other,Married,Bachelor's,39,9,4,Marketing,Hired
40,Male,Hispanic,Single,PhD,35,3,5,HR,Hired
38,Male,White,Married,Bachelor's,14,6,1,Management,Not Hired
38,Male,Hispanic,Divorced,PhD,17,3,10,Management,Hired
60,Non-Binary,Other,Divorced,Bachelor's,19,2,6,HR,Not Hired
30,Female,Asian,Single,PhD,4,3,7,Marketing,Not Hired
54,Male,Hispanic,Divorced,High School,17,2,3,Sales,Not Hired
50,Non-Binary,Other,Divorced,Master's,39,2,10,Engineer,Hired
41,Male,Other,Divorced,Master's,0,10,2,HR,Not Hired
61,Prefer not to say,White,Divorced,PhD,18,7,10,HR,Hired
28,Non-Binary,Prefer not to say,Married,High School,22,10,7,HR,Hired
34,Male,Black,Married,PhD,25,3,1,HR,Not Hired
21,Non-Binary,Hispanic,Single,PhD,28,8,2,Management,Hired
64,Male,Hispanic,Divorced,High School,33,2,3,Marketing,Hired
42,Female,Hispanic,Divorced,Bachelor's,18,7,4,HR,Hired
47,Male,Other,Divorced,Bachelor's,17,3,5,HR,Hired
26,Non-Binary,White,Single,High School,1,9,4,HR,Not Hired
38,Prefer not to say,Other,Married,PhD,26,7,10,Sales,Hired
37,Prefer not to say,Other,Divorced,Master's,5,9,3,Sales,Not Hired
36,Prefer not to say,Prefer not to say,Married,PhD,38,2,1,Engineer,Not Hired
36,Male,Asian,Single,Bachelor's,5,6,7,Marketing,Hired
29,Female,White,Married,High School,5,5,10,HR,Not Hired
54,Male,Hispanic,Divorced,High School,30,2,6,Engineer,Hired
59,Prefer not to say,Black,Married,High School,40,4,2,Engineer,Not Hired
34,Non-Binary,Hispanic,Married,Bachelor's,39,4,2,Marketing,Hired
54,Prefer not to say,Other,Single,PhD,29,8,3,Sales,Hired
65,Non-Binary,White,Single,High School,20,7,8,Marketing,Hired
56,Female,White,Single,Master's,40,5,8,Engineer,Hired
45,Non-Binary,White,Single,High School,17,9,10,Marketing,Hired
58,Male,Asian,Married,PhD,22,1,10,Sales,Hired
52,Male,Hispanic,Married,Bachelor's,37,4,10,Engineer,Hired
64,Male,Asian,Single,Master's,22,5,10,Marketing,Hired
65,Non-Binary,Prefer not to say,Single,Master's,27,8,8,HR,Hired
35,Male,Black,Divorced,High School,35,3,7,HR,Hired
31,Male,Prefer not to say,Divorced,PhD,24,5,2,Marketing,Not Hired
52,Male,Other,Single,High School,6,3,1,Marketing,Not Hired
61,Female,Asian,Married,Master's,17,7,6,Sales,Hired
58,Non-Binary,Asian,Single,High School,19,10,8,Engineer,Hired
24,Non-Binary,Prefer not to say,Married,PhD,4,3,1,Marketing,Not Hired
58,Prefer not to say,Other,Married,Bachelor's,17,7,3,Engineer,Not Hired
30,Non-Binary,White,Divorced,Master's,39,2,1,HR,Hired
35,Female,Other,Single,PhD,32,7,10,Engineer,Hired
54,Non-Binary,Hispanic,Single,High School,14,9,9,Management,Hired
30,Female,Prefer not to say,Married,Master's,34,5,7,Sales,Hired
53,Female,Other,Single,High School,0,6,8,Sales,Not Hired
48,Non-Binary,White,Divorced,High School,20,10,9,Engineer,Hired
19,Prefer not to say,Other,Divorced,Bachelor's,7,3,3,Sales,Not Hired
33,Male,Asian,Single,High School,6,10,10,Engineer,Hired
26,Male,Black,Single,High School,40,5,2,Engineer,Hired
26,Non-Binary,Asian,Divorced,PhD,39,5,6,HR,Hired
55,Non-Binary,Black,Single,High School,39,3,5,Engineer,Not Hired
28,Female,Other,Married,Bachelor's,29,8,4,Sales,Hired
39,Non-Binary,Hispanic,Single,High School,37,6,6,Management,Hired
50,Female,Other,Married,High School,34,3,6,Marketing,Not Hired
53,Prefer not to say,White,Single,High School,1,1,3,Sales,Not Hired
62,Non-Binary,Other,Single,Master's,7,10,2,Management,Not Hired
40,Male,Black,Divorced,Bachelor's,37,1,9,Sales,Not Hired
62,Male,Asian,Married,Master's,3,10,8,Management,Hired
62,Non-Binary,Hispanic,Divorced,Bachelor's,36,2,4,Sales,Hired
51,Female,Other,Single,Bachelor's,20,10,6,Marketing,Hired
26,Male,Other,Divorced,PhD,12,5,3,HR,Not Hired
41,Female,Asian,Single,Master's,8,7,8,HR,Hired
25,Non-Binary,Hispanic,Single,Bachelor's,28,1,3,Marketing,Not Hired
24,Non-Binary,Prefer not to say,Single,Bachelor's,40,1,2,Sales,Not Hired
53,Male,Other,Married,PhD,23,4,7,Management,Hired
35,Non-Binary,Other,Married,Master's,15,10,3,Engineer,Hired
20,Prefer not to say,Prefer not to say,Married,High School,11,6,9,Sales,Hired
45,Prefer not to say,Black,Divorced,PhD,1,9,3,Marketing,Not Hired
23,Male,Black,Single,Bachelor's,18,1,8,HR,Hired
61,Prefer not to say,White,Divorced,Master's,29,10,2,HR,Hired
61,Female,Asian,Divorced,Bachelor's,15,5,9,Sales,Hired
38,Male,Hispanic,Single,PhD,23,9,1,Management,Not Hired
45,Male,Other,Divorced,PhD,12,8,3,Marketing,Not Hired
57,Female,Other,Single,Master's,4,7,2,Marketing,Not Hired
18,Prefer not to say,White,Single,PhD,22,10,7,Management,Hired
53,Prefer not to say,Other,Single,PhD,37,2,5,Management,Hired
38,Prefer not to say,Asian,Single,High School,30,9,8,Sales,Hired
60,Male,White,Divorced,Bachelor's,16,8,2,Sales,Not Hired
52,Male,Asian,Divorced,High School,2,10,8,HR,Hired
30,Prefer not to say,White,Divorced,High School,25,10,7,HR,Hired
27,Non-Binary,Other,Married,Master's,12,9,5,Management,Not Hired
61,Prefer not to say,White,Divorced,PhD,37,9,2,Engineer,Hired
64,Female,Black,Divorced,Bachelor's,21,9,10,Engineer,Hired
27,Male,Hispanic,Married,Bachelor's,20,3,7,Engineer,Not Hired
63,Female,Other,Single,Bachelor's,28,7,10,Marketing,Hired
30,Female,Prefer not to say,Single,PhD,38,1,4,Sales,Not Hired
54,Male,Hispanic,Single,Bachelor's,4,9,4,Management,Not Hired
55,Non-Binary,Other,Married,Bachelor's,13,9,8,HR,Hired
41,Prefer not to say,Hispanic,Divorced,PhD,17,3,6,Engineer,Hired
19,Female,Black,Divorced,Master's,3,5,9,HR,Hired
39,Male,Hispanic,Divorced,Bachelor's,32,8,2,Sales,Not Hired
34,Female,White,Divorced,PhD,38,6,5,Management,Hired
53,Prefer not to say,Hispanic,Married,High School,19,10,6,Engineer,Hired
31,Non-Binary,Other,Divorced,PhD,12,10,8,Engineer,Hired
27,Non-Binary,Prefer not to say,Single,High School,35,9,4,Management,Hired
52,Non-Binary,Prefer not to say,Married,PhD,3,3,7,HR,Not Hired
42,Male,Asian,Married,Bachelor's,34,7,7,Sales,Hired
20,Male,Hispanic,Single,Master's,7,6,4,Sales,Not Hired
64,Non-Binary,Prefer not to say,Single,Master's,39,5,1,Sales,Not Hired
55,Prefer not to say,Hispanic,Divorced,Bachelor's,35,4,3,HR,Not Hired
34,Prefer not to say,Prefer not to say,Single,High School,5,5,2,HR,Not Hired
29,Male,Hispanic,Married,PhD,21,4,3,Engineer,Hired
41,Non-Binary,Other,Married,Bachelor's,5,3,5,HR,Not Hired
46,Prefer not to say,Hispanic,Married,PhD,35,7,1,Marketing,Hired
60,Prefer not to say,Other,Divorced,Bachelor's,8,6,5,Management,Not Hired
42,Prefer not to say,Other,Divorced,Bachelor's,15,4,2,HR,Not Hired
53,Male,Asian,Single,PhD,38,9,4,Sales,Hired
43,Non-Binary,Prefer not to say,Divorced,Master's,37,1,6,HR,Not Hired
55,Female,White,Divorced,Master's,32,1,9,Engineer,Hired
18,Non-Binary,Other,Married,High School,17,9,10,Management,Hired
37,Non-Binary,Prefer not to say,Married,PhD,11,7,6,Management,Not Hired
45,Male,Black,Single,High School,26,2,10,Sales,Hired
33,Prefer not to say,Hispanic,Married,Bachelor's,0,10,2,Management,Not Hired
64,Prefer not to say,Black,Divorced,High School,14,5,8,Marketing,Hired
34,Male,Hispanic,Single,Bachelor's,26,4,5,Management,Not Hired
57,Male,Asian,Single,PhD,15,1,9,Sales,Hired
45,Male,Other,Married,PhD,20,9,10,Management,Hired
29,Male,White,Married,PhD,0,6,9,HR,Hired
44,Male,Other,Married,PhD,28,6,4,Engineer,Not Hired
59,Female,Hispanic,Single,High School,2,4,1,HR,Not Hired
64,Non-Binary,White,Married,Bachelor's,11,2,9,Marketing,Hired
47,Non-Binary,Other,Divorced,Master's,27,8,9,Marketing,Hired
